ART;34;Assessorament en ajuts de personal investigador;X;X;X;X;;;;;X;;;;;;;;;;;X;X;;;
ART;36;Gestió i organització de congressos;X;X;X;X;;;;;X;X;;;;;;X;;;;;;;;http://www.fundacio.udl.cat/finestreta_unica_empreses.php|http://www.fundacio.udl.cat/finestreta_unica_udl.php
ACRI;54;Venda de productes bibliogràfics i merchandising de la Universitat de Lleida (UdL);X;X;X;X;;;;X;;;;;X;X;;;;X;X;;;;;
ACRI;55;Gestió de la propietat intel·lectual i els drets d'explotació i imatge de l'edició de materials docents i de recerca;;X;X;X;;;;;;;X;;X;;;;X;X;;;;;;
ACRI;56;Producció i edició de materials docents, científics i de promoció de la marca Universitat de Lleida (UdL);;X;X;X;;;;;X;;X;;X;;;;X;X;;;;;;
ACRI;57;Assessorament i gestió d'actes protocol·laris;X;;X;X;;;;X;;;X;;;;;;;;;;;;;
ACRI;58;Assessorament i gestió d'activitats culturals;X;X;X;X;;;;X;;;;X;;;X;;;;;;;;;
ACRI;59;Difusió de les activitats de la Universitat;X;X;X;X;;;;X;;;;;;;;X;;;;;;;;
ACRI;60;Assessorament, estudis i gestió d'activitats en perspectiva de gènere i igualtat d'oportunitats;X;X;X;X;;;;;;;;X;;;X;;;;;;;;;http://www.cdp.udl.cat/home/index.php/ca/docencia-recerca/cursos/inscripcio|http://www.cdp.udl.cat/home/index.php/ca/contactar
ACRI;61;Ajuts a projectes de cooperació i desenvolupament;X;;X;X;;;;X;;;;;;;;;;;;X;;;;
ACRI;62;Assessorament i prèstec de documentació de cooperació;X;X;X;X;;;;X;;;;;X;;X;;;X;;;;;;
AITI;65;Servei de Campus Virtual;X;;X;X;;;;;;;;;;;;;;;;;;X;;
AITI;68;Compra de material informàtic;;;X;X;;;;;;;;;;;;;;;;;;X;;https://cv.udl.cat/portal/site/serveiinformatica/page/bc699d0e-e972-4738-80fb-da2a50bc2987
AITI;69;Serveis de videoconferència;;;X;X;;;;;;;;;;;;;;;;;;X;;https://cv.udl.cat/portal/site/serveiinformatica/page/bc699d0e-e972-4738-80fb-da2a50bc2987
AITI;71;Suport informàtic;X;;X;X;;;;;;;X;;;;;;;;;;;X;;https://cv.udl.cat/portal/site/serveiinformatica/page/bc699d0e-e972-4738-80fb-da2a50bc2987
AITI;72;Adquisició o desenvolupament de solucions informàtiques;;;X;X;;;;;;;X;;;;;;;;;;;X;;https://cv.udl.cat/portal/site/serveiinformatica/page/bc699d0e-e972-4738-80fb-da2a50bc2987
AITI;74;Accés a documents, recursos tecnològics i espais de treball. Servei de Biblioteca i Documentació;X;X;X;X;;;X;;;;;X;X;X;;;;X;X;;;X;;
AITI;75;Préstec de documents, d'equipament tecnològic i d'espais de treball. Servei de Biblioteca i Documentació (SBD);X;;X;X;;;;;;;X;X;X;X;;;;;X;;;X;;https://cataleg.udl.cat/patroninfo*cat
AITI;76;Formació d'usuaris del Servei de Biblioteca i Documentació (SBD);X;;X;X;;;X;;;;;;X;;;;;;;;;;;http://www.sbd.udl.cat/ca/gestions/solicitud-de-sessio-de-formacio
AITI;80;Gestió de la imatge corporativa;X;X;X;X;;;;X;;;;;;;;X;;;;;;;;http://www.ceciliasales.com/imatge/forcaninc.php
AITI;81;Transferència de documents. Gestió documental i arxiu;X;;X;X;;;;;;;X;;X;;;;;;;;;;;http://www.udl.cat/export/sites/UdL/serveis/arxiu/Servei_Arxiu_Documents/FORMULARI_TRANSFERENCIA.pdf
AITI;82;Consulta i préstec de documents. Gestió documental i arxiu;X;X;X;X;;;;;;;;;X;;;;X;X;;;;;;http://www.udl.cat/export/sites/UdL/serveis/arxiu/Servei_Arxiu_Documents/FORMULARI_CONSULTA.pdf|http://www.udl.cat/export/sites/UdL/serveis/arxiu/Servei_Arxiu_Documents/FORMULARI_PRESTEC.pdf
